id,name,class,section,rollNo,fatherName,motherName,dateOfBirth,address,phone,schoolId,attendance,marks
1921,Aadhya Das,Class 9,D,1921,Mr. Riya Das,Mrs. Shaurya Das,2013-05-04,"Plot 123, Street 2, Mayurbhanj",9559611477,4,96,"{""computer_science"": 56, ""odia"": 74, ""english"": 49, ""science"": 58, ""social_science"": 48, ""hindi"": 40, ""mathematics"": 50}"
1922,Riya Jena,Class 6,A,1922,Mr. Saanvi Jena,Mrs. Sai Jena,2013-11-14,"House 456, Lane 1, Balasore",9283009046,4,87,"{""hindi"": 54, ""mathematics"": 48, ""science"": 71, ""social_science"": 54, ""english"": 72, ""odia"": 85}"
1923,Aadhya Parida,Class 1,C,1923,Mr. Kiaan Parida,Mrs. Daksh Parida,2013-09-28,"House 456, Road 3, Khurda",9571501219,4,87,"{""mathematics"": 58, ""science"": 91, ""social_science"": 91}"
1924,Kabir Jena,Class 7,C,1924,Mr. Shivansh Jena,Mrs. Vivaan Jena,2012-11-24,"Village, Street 2, Puri",9831348959,4,75,"{""odia"": 47, ""computer_science"": 91, ""english"": 60, ""hindi"": 51, ""social_science"": 89, ""science"": 91}"
1925,Arjun Samantaray,Class 7,E,1925,Mr. Neil Samantaray,Mrs. Vedant Samantaray,2011-09-04,"House 456, Lane 1, Khurda",9921425058,4,76,"{""odia"": 83, ""mathematics"": 52, ""hindi"": 46, ""computer_science"": 41, ""social_science"": 71, ""science"": 95}"
1926,Yash Singh,Class 6,C,1926,Mr. Shanaya Singh,Mrs. Anika Singh,2014-11-21,"Plot 123, Road 3, Balasore",9997540746,4,87,"{""social_science"": 67, ""odia"": 40, ""science"": 70, ""english"": 60, ""computer_science"": 62, ""mathematics"": 86}"
1927,Arjun Patel,Class 10,D,1927,Mr. Rishabh Patel,Mrs. Darsh Patel,2014-08-11,"House 456, Road 3, Puri",9238955645,4,95,"{""hindi"": 62, ""science"": 47, ""social_science"": 91, ""odia"": 56, ""english"": 44, ""computer_science"": 86, ""mathematics"": 67}"
1928,Anika Pradhan,Class 2,A,1928,Mr. Khushi Pradhan,Mrs. Yash Pradhan,2011-09-04,"Plot 123, Street 2, Khurda",9862924109,4,85,"{""mathematics"": 59, ""english"": 61, ""science"": 47, ""computer_science"": 45}"
1929,Samarth Swain,Class 7,D,1929,Mr. Vedant Swain,Mrs. Navya Swain,2014-11-22,"Village, Road 3, Khurda",9490924726,4,95,"{""social_science"": 55, ""computer_science"": 73, ""odia"": 71, ""hindi"": 61, ""science"": 70, ""mathematics"": 91}"
1930,Navya Panda,Class 9,A,1930,Mr. Krishna Panda,Mrs. Samarth Panda,2013-09-14,"House 456, Lane 1, Cuttack",9316679392,4,89,"{""social_science"": 56, ""mathematics"": 85, ""science"": 44, ""odia"": 66, ""hindi"": 69, ""computer_science"": 49, ""english"": 89}"
1931,Kiaan Rout,Class 8,B,1931,Mr. Vivaan Rout,Mrs. Yash Rout,2012-11-09,"House 456, Road 3, Puri",9260712037,4,95,"{""mathematics"": 42, ""hindi"": 94, ""english"": 42, ""social_science"": 46, ""computer_science"": 42, ""science"": 51, ""odia"": 54}"
1932,Krishna Panda,Class 3,E,1932,Mr. Harsh Panda,Mrs. Harsh Panda,2011-04-21,"Village, Street 2, Balasore",9837607770,4,77,"{""hindi"": 78, ""science"": 73, ""computer_science"": 51, ""odia"": 43}"
1933,Saanvi Mohapatra,Class 1,C,1933,Mr. Om Mohapatra,Mrs. Aditya Mohapatra,2012-12-15,"Plot 123, Street 2, Puri",9492202365,4,88,"{""social_science"": 42, ""mathematics"": 92, ""english"": 61}"
1934,Arnav Tripathy,Class 8,B,1934,Mr. Vedant Tripathy,Mrs. Reyansh Tripathy,2013-09-19,"Plot 123, Street 2, Balasore",9255267612,4,78,"{""odia"": 64, ""english"": 67, ""computer_science"": 67, ""science"": 59, ""social_science"": 41, ""hindi"": 44, ""mathematics"": 51}"
1935,Inaya Lenka,Class 9,D,1935,Mr. Divyansh Lenka,Mrs. Inaya Lenka,2013-03-27,"Village, Road 3, Cuttack",9825938243,4,77,"{""odia"": 67, ""hindi"": 40, ""english"": 71, ""mathematics"": 50, ""computer_science"": 57, ""social_science"": 59, ""science"": 75}"
1936,Shivansh Samantaray,Class 7,B,1936,Mr. Aadhya Samantaray,Mrs. Vedant Samantaray,2013-06-26,"Plot 123, Street 2, Balasore",9893744400,4,81,"{""mathematics"": 70, ""hindi"": 47, ""english"": 52, ""computer_science"": 90, ""science"": 45, ""social_science"": 76}"
1937,Harsh Sahoo,Class 6,A,1937,Mr. Vivaan Sahoo,Mrs. Anika Sahoo,2011-11-24,"Plot 123, Street 2, Balasore",9420305416,4,98,"{""english"": 75, ""odia"": 73, ""hindi"": 47, ""science"": 44, ""mathematics"": 65, ""computer_science"": 51}"
1938,Ayaan Sahoo,Class 1,A,1938,Mr. Dev Sahoo,Mrs. Saanvi Sahoo,2014-11-12,"Plot 123, Lane 1, Balasore",9147736743,4,93,"{""odia"": 54, ""social_science"": 86, ""computer_science"": 92}"
1939,Prisha Senapati,Class 9,B,1939,Mr. Abhinav Senapati,Mrs. Rishabh Senapati,2014-03-17,"Plot 123, Lane 1, Cuttack",9559539644,4,90,"{""mathematics"": 75, ""social_science"": 43, ""odia"": 92, ""english"": 87, ""science"": 83, ""computer_science"": 59, ""hindi"": 45}"
1940,Saanvi Lenka,Class 8,C,1940,Mr. Aryan Lenka,Mrs. Rudra Lenka,2014-02-26,"Village, Road 3, Mayurbhanj",9141445332,4,79,"{""social_science"": 92, ""odia"": 80, ""mathematics"": 90, ""hindi"": 52, ""science"": 85, ""computer_science"": 81, ""english"": 67}"
1941,Prisha Barik,Class 9,A,1941,Mr. Arnav Barik,Mrs. Saanvi Barik,2012-08-09,"House 456, Street 2, Khurda",9822562163,4,91,"{""computer_science"": 58, ""mathematics"": 48, ""social_science"": 67, ""odia"": 61, ""science"": 75, ""english"": 48, ""hindi"": 75}"
1942,Aarav Mallick,Class 8,D,1942,Mr. Abhinav Mallick,Mrs. Raghav Mallick,2015-03-14,"House 456, Street 2, Balasore",9850961053,4,97,"{""english"": 57, ""mathematics"": 75, ""odia"": 80, ""hindi"": 61, ""computer_science"": 81, ""science"": 72, ""social_science"": 88}"
1943,Abhinav Sharma,Class 7,C,1943,Mr. Vivaan Sharma,Mrs. Anika Sharma,2010-10-03,"Plot 123, Street 2, Puri",9185825810,4,81,"{""science"": 42, ""odia"": 61, ""english"": 41, ""hindi"": 70, ""social_science"": 59, ""mathematics"": 83}"
1944,Arjun Mohanty,Class 8,B,1944,Mr. Kabir Mohanty,Mrs. Atharv Mohanty,2011-10-12,"House 456, Street 2, Cuttack",9924648754,4,92,"{""social_science"": 40, ""computer_science"": 95, ""odia"": 56, ""english"": 66, ""mathematics"": 48, ""science"": 89, ""hindi"": 54}"
1945,Aditya Senapati,Class 3,C,1945,Mr. Vedant Senapati,Mrs. Samarth Senapati,2013-03-27,"Plot 123, Street 2, Balasore",9249016151,4,94,"{""social_science"": 76, ""mathematics"": 60, ""english"": 80, ""science"": 78}"
1946,Kian Mohapatra,Class 4,B,1946,Mr. Pari Mohapatra,Mrs. Rudra Mohapatra,2014-11-26,"Plot 123, Road 3, Khurda",9475839276,4,83,"{""mathematics"": 54, ""odia"": 71, ""science"": 60, ""english"": 57, ""hindi"": 47}"
1947,Abhinav Behera,Class 2,D,1947,Mr. Shaurya Behera,Mrs. Rishabh Behera,2012-05-09,"Plot 123, Lane 1, Mayurbhanj",9465696351,4,84,"{""computer_science"": 95, ""odia"": 50, ""hindi"": 81, ""social_science"": 61}"
1948,Myra Sahu,Class 9,E,1948,Mr. Daksh Sahu,Mrs. Shanaya Sahu,2013-11-27,"Village, Road 3, Puri",9406830396,4,88,"{""hindi"": 55, ""english"": 84, ""mathematics"": 62, ""social_science"": 68, ""computer_science"": 80, ""odia"": 54, ""science"": 94}"
1949,Aarav Swain,Class 1,B,1949,Mr. Anika Swain,Mrs. Anaya Swain,2011-12-07,"Village, Lane 1, Puri",9148145752,4,84,"{""computer_science"": 48, ""odia"": 65, ""mathematics"": 52}"
1950,Divyansh Naik,Class 3,E,1950,Mr. Rishabh Naik,Mrs. Abhinav Naik,2011-12-19,"Plot 123, Road 3, Mayurbhanj",9479311480,4,83,"{""social_science"": 44, ""computer_science"": 94, ""science"": 54, ""hindi"": 94}"
1951,Divyansh Pradhan,Class 5,D,1951,Mr. Raghav Pradhan,Mrs. Aryan Pradhan,2015-03-08,"Village, Street 2, Khurda",9683030035,4,76,"{""computer_science"": 48, ""social_science"": 78, ""mathematics"": 51, ""odia"": 76, ""hindi"": 44}"
1952,Aanya Swain,Class 4,C,1952,Mr. Khushi Swain,Mrs. Dev Swain,2012-07-12,"House 456, Lane 1, Puri",9545744142,4,81,"{""hindi"": 61, ""computer_science"": 75, ""mathematics"": 93, ""odia"": 73, ""english"": 72}"
1953,Kiaan Kumar,Class 2,D,1953,Mr. Shanaya Kumar,Mrs. Khushi Kumar,2013-06-30,"House 456, Street 2, Cuttack",9287125808,4,98,"{""mathematics"": 94, ""social_science"": 90, ""computer_science"": 40, ""science"": 76}"
1954,Shivansh Tripathy,Class 7,B,1954,Mr. Sai Tripathy,Mrs. Samarth Tripathy,2013-03-21,"House 456, Lane 1, Mayurbhanj",9102607511,4,94,"{""mathematics"": 93, ""english"": 65, ""hindi"": 57, ""odia"": 43, ""computer_science"": 40, ""science"": 81}"
1955,Vedant Patra,Class 5,B,1955,Mr. Aditya Patra,Mrs. Shanaya Patra,2014-12-21,"Village, Street 2, Balasore",9307504157,4,83,"{""mathematics"": 64, ""hindi"": 67, ""computer_science"": 84, ""social_science"": 79, ""english"": 41}"
1956,Arnav Sahu,Class 8,B,1956,Mr. Arnav Sahu,Mrs. Abhinav Sahu,2015-02-26,"Plot 123, Road 3, Puri",9819546959,4,87,"{""english"": 90, ""mathematics"": 44, ""social_science"": 86, ""odia"": 47, ""hindi"": 67, ""computer_science"": 64, ""science"": 46}"
1957,Myra Dash,Class 8,A,1957,Mr. Atharv Dash,Mrs. Abhinav Dash,2011-03-21,"Plot 123, Road 3, Puri",9733298116,4,97,"{""mathematics"": 69, ""hindi"": 42, ""social_science"": 89, ""computer_science"": 82, ""odia"": 42, ""science"": 91, ""english"": 84}"
1958,Raghav Barik,Class 7,E,1958,Mr. Shivansh Barik,Mrs. Kian Barik,2011-07-12,"Plot 123, Lane 1, Cuttack",9668451714,5,84,"{""hindi"": 81, ""science"": 85, ""odia"": 45, ""social_science"": 70, ""mathematics"": 79, ""computer_science"": 89}"
1959,Yash Behera,Class 2,A,1959,Mr. Arnav Behera,Mrs. Shanaya Behera,2013-08-21,"Plot 123, Street 2, Khurda",9125530877,5,91,"{""english"": 47, ""mathematics"": 60, ""science"": 59, ""hindi"": 51}"
1960,Samarth Sahu,Class 2,E,1960,Mr. Rudra Sahu,Mrs. Riya Sahu,2014-04-23,"House 456, Lane 1, Puri",9729769883,5,79,"{""social_science"": 93, ""science"": 41, ""english"": 51, ""computer_science"": 76}"
1961,Kavya Patel,Class 7,C,1961,Mr. Yash Patel,Mrs. Neil Patel,2011-10-21,"House 456, Street 2, Balasore",9332858047,5,89,"{""odia"": 64, ""science"": 93, ""mathematics"": 66, ""social_science"": 65, ""english"": 82, ""hindi"": 94}"
1962,Khushi Maharana,Class 2,B,1962,Mr. Kavya Maharana,Mrs. Diya Maharana,2014-02-10,"Plot 123, Road 3, Khurda",9643653573,5,79,"{""computer_science"": 59, ""social_science"": 76, ""science"": 49, ""odia"": 82}"
1963,Aditya Maharana,Class 1,A,1963,Mr. Anaya Maharana,Mrs. Atharv Maharana,2012-11-30,"Plot 123, Street 2, Puri",9424811034,5,98,"{""computer_science"": 74, ""odia"": 78, ""hindi"": 84}"
1964,Rishabh Parida,Class 2,D,1964,Mr. Pari Parida,Mrs. Avni Parida,2011-07-26,"Plot 123, Road 3, Khurda",9430853615,5,87,"{""odia"": 48, ""social_science"": 48, ""computer_science"": 55, ""science"": 44}"
1965,Rishabh Mishra,Class 7,C,1965,Mr. Prisha Mishra,Mrs. Anika Mishra,2013-09-07,"Plot 123, Street 2, Puri",9226724328,5,83,"{""hindi"": 59, ""computer_science"": 79, ""mathematics"": 40, ""english"": 63, ""science"": 85, ""odia"": 82}"
1966,Pari Patra,Class 5,E,1966,Mr. Abhinav Patra,Mrs. Riya Patra,2014-04-01,"House 456, Street 2, Mayurbhanj",9713202454,5,80,"{""social_science"": 43, ""mathematics"": 94, ""english"": 87, ""computer_science"": 66, ""hindi"": 94}"
1967,Inaya Swain,Class 6,D,1967,Mr. Samarth Swain,Mrs. Raghav Swain,2012-12-10,"Plot 123, Road 3, Balasore",9621482579,5,84,"{""odia"": 55, ""hindi"": 64, ""english"": 59, ""social_science"": 79, ""computer_science"": 66, ""mathematics"": 83}"
1968,Myra Rout,Class 5,B,1968,Mr. Kabir Rout,Mrs. Shanaya Rout,2012-10-25,"Village, Street 2, Cuttack",9953531734,5,75,"{""science"": 58, ""english"": 76, ""mathematics"": 42, ""computer_science"": 70, ""hindi"": 61}"
1969,Aanya Pradhan,Class 9,A,1969,Mr. Aadhya Pradhan,Mrs. Divyansh Pradhan,2011-04-17,"House 456, Lane 1, Khurda",9930141675,5,76,"{""social_science"": 56, ""hindi"": 53, ""english"": 92, ""science"": 70, ""computer_science"": 92, ""mathematics"": 40, ""odia"": 67}"
1970,Shivansh Patra,Class 9,D,1970,Mr. Harsh Patra,Mrs. Om Patra,2013-07-15,"Village, Street 2, Cuttack",9300242679,5,86,"{""science"": 40, ""social_science"": 63, ""mathematics"": 65, ""hindi"": 82, ""english"": 87, ""odia"": 45, ""computer_science"": 86}"
1971,Kavya Sahu,Class 2,B,1971,Mr. Abhinav Sahu,Mrs. Vivaan Sahu,2012-12-17,"Plot 123, Road 3, Puri",9665787676,5,89,"{""english"": 40, ""hindi"": 67, ""mathematics"": 68, ""science"": 87}"
1972,Navya Nayak,Class 2,A,1972,Mr. Avni Nayak,Mrs. Kavya Nayak,2011-03-08,"Plot 123, Road 3, Khurda",9104058856,5,78,"{""english"": 80, ""science"": 69, ""computer_science"": 84, ""social_science"": 90}"
1973,Pihu Mohanty,Class 4,A,1973,Mr. Vivaan Mohanty,Mrs. Anaya Mohanty,2014-02-01,"Plot 123, Road 3, Khurda",9675154016,5,96,"{""science"": 53, ""social_science"": 52, ""mathematics"": 61, ""english"": 51, ""computer_science"": 85}"
1974,Yash Pradhan,Class 4,B,1974,Mr. Aarav Pradhan,Mrs. Kabir Pradhan,2014-10-24,"Village, Street 2, Cuttack",9824302854,5,77,"{""odia"": 52, ""mathematics"": 46, ""english"": 64, ""hindi"": 90, ""social_science"": 42}"
1975,Pari Samantaray,Class 1,C,1975,Mr. Raghav Samantaray,Mrs. Sai Samantaray,2012-06-29,"House 456, Road 3, Puri",9900002042,5,75,"{""hindi"": 89, ""mathematics"": 46, ""english"": 90}"
1976,Rudra Sharma,Class 6,D,1976,Mr. Aanya Sharma,Mrs. Harsh Sharma,2012-08-31,"Village, Street 2, Mayurbhanj",9622319918,5,94,"{""mathematics"": 68, ""english"": 93, ""science"": 87, ""odia"": 52, ""hindi"": 81, ""computer_science"": 76}"
1977,Ishaan Rout,Class 3,B,1977,Mr. Rishabh Rout,Mrs. Kabir Rout,2015-05-26,"House 456, Lane 1, Balasore",9571489533,5,76,"{""computer_science"": 73, ""english"": 56, ""odia"": 95, ""mathematics"": 63}"
1978,Jai Biswal,Class 4,D,1978,Mr. Pari Biswal,Mrs. Harsh Biswal,2013-07-07,"Plot 123, Road 3, Khurda",9658452035,5,81,"{""odia"": 72, ""english"": 61, ""mathematics"": 88, ""hindi"": 76, ""social_science"": 65}"
1979,Krishna Maharana,Class 8,A,1979,Mr. Darsh Maharana,Mrs. Ishaan Maharana,2013-09-05,"Village, Lane 1, Balasore",9808888698,5,90,"{""mathematics"": 87, ""english"": 74, ""hindi"": 70, ""social_science"": 46, ""computer_science"": 49, ""odia"": 86, ""science"": 93}"
1980,Samarth Dash,Class 6,D,1980,Mr. Ishaan Dash,Mrs. Kabir Dash,2013-06-16,"Plot 123, Lane 1, Puri",9167689930,5,94,"{""computer_science"": 52, ""hindi"": 47, ""social_science"": 79, ""science"": 48, ""mathematics"": 56, ""odia"": 95}"
1981,Divyansh Parida,Class 10,B,1981,Mr. Rishabh Parida,Mrs. Pihu Parida,2015-01-04,"Village, Road 3, Mayurbhanj",9377167907,5,94,"{""odia"": 87, ""social_science"": 55, ""computer_science"": 66, ""english"": 82, ""hindi"": 47, ""science"": 63, ""mathematics"": 95}"
1982,Ishaan Behera,Class 6,E,1982,Mr. Shivansh Behera,Mrs. Krishna Behera,2012-10-26,"Village, Road 3, Cuttack",9419656665,5,83,"{""odia"": 64, ""science"": 58, ""mathematics"": 89, ""computer_science"": 95, ""hindi"": 82, ""english"": 63}"
1983,Abhinav Biswal,Class 3,D,1983,Mr. Shanaya Biswal,Mrs. Vivaan Biswal,2012-01-07,"House 456, Street 2, Khurda",9750193208,5,93,"{""odia"": 55, ""computer_science"": 50, ""social_science"": 84, ""science"": 91}"
1984,Pihu Senapati,Class 4,D,1984,Mr. Abhinav Senapati,Mrs. Avni Senapati,2013-03-15,"Village, Lane 1, Khurda",9842938970,5,91,"{""hindi"": 77, ""social_science"": 94, ""english"": 94, ""mathematics"": 50, ""computer_science"": 45}"
1985,Atharv Singh,Class 3,B,1985,Mr. Rudra Singh,Mrs. Vedant Singh,2013-09-03,"House 456, Street 2, Balasore",9861707225,5,80,"{""social_science"": 48, ""science"": 47, ""computer_science"": 56, ""hindi"": 91}"
1986,Aadhya Jena,Class 2,B,1986,Mr. Diya Jena,Mrs. Khushi Jena,2011-09-17,"House 456, Lane 1, Puri",9201123695,5,95,"{""social_science"": 85, ""english"": 72, ""hindi"": 61, ""odia"": 69}"
1987,Aryan Sahu,Class 8,C,1987,Mr. Aadhya Sahu,Mrs. Vivaan Sahu,2012-09-26,"Village, Road 3, Cuttack",9856754827,5,83,"{""computer_science"": 66, ""science"": 88, ""social_science"": 83, ""odia"": 81, ""mathematics"": 71, ""hindi"": 45, ""english"": 66}"
1988,Kavya Parida,Class 6,C,1988,Mr. Divyansh Parida,Mrs. Vihaan Parida,2010-12-20,"House 456, Road 3, Cuttack",9602370610,5,92,"{""science"": 71, ""hindi"": 88, ""computer_science"": 52, ""mathematics"": 66, ""english"": 53, ""odia"": 80}"
1989,Pihu Kar,Class 8,B,1989,Mr. Aanya Kar,Mrs. Shanaya Kar,2013-12-22,"Village, Road 3, Khurda",9232267529,5,79,"{""computer_science"": 46, ""social_science"": 55, ""mathematics"": 72, ""hindi"": 50, ""odia"": 71, ""science"": 91, ""english"": 62}"
1990,Neil Kumar,Class 1,B,1990,Mr. Aarav Kumar,Mrs. Vedant Kumar,2012-04-04,"Village, Road 3, Puri",9718268679,5,90,"{""social_science"": 58, ""hindi"": 61, ""computer_science"": 60}"
1991,Daksh Mishra,Class 4,C,1991,Mr. Kian Mishra,Mrs. Raghav Mishra,2011-03-18,"Plot 123, Lane 1, Cuttack",9833188751,5,97,"{""science"": 66, ""hindi"": 61, ""odia"": 60, ""social_science"": 63, ""computer_science"": 52}"
1992,Sai Samantaray,Class 6,B,1992,Mr. Raghav Samantaray,Mrs. Rudra Samantaray,2013-04-12,"House 456, Street 2, Puri",9464057538,5,85,"{""mathematics"": 76, ""science"": 67, ""odia"": 42, ""social_science"": 61, ""english"": 41, ""hindi"": 52}"
1993,Jai Mishra,Class 9,B,1993,Mr. Arjun Mishra,Mrs. Aarav Mishra,2013-07-22,"House 456, Street 2, Balasore",9547252194,5,94,"{""mathematics"": 47, ""social_science"": 40, ""hindi"": 67, ""science"": 91, ""odia"": 87, ""computer_science"": 91, ""english"": 94}"
1994,Inaya Pradhan,Class 9,A,1994,Mr. Vihaan Pradhan,Mrs. Darsh Pradhan,2013-09-25,"House 456, Road 3, Khurda",9992154806,5,91,"{""computer_science"": 71, ""social_science"": 88, ""hindi"": 53, ""science"": 94, ""english"": 66, ""mathematics"": 78, ""odia"": 61}"
1995,Kabir Dash,Class 4,A,1995,Mr. Navya Dash,Mrs. Pihu Dash,2014-07-23,"Plot 123, Road 3, Puri",9992567805,5,95,"{""computer_science"": 87, ""social_science"": 47, ""mathematics"": 57, ""english"": 84, ""odia"": 44}"
1996,Vedant Lenka,Class 8,B,1996,Mr. Arjun Lenka,Mrs. Kabir Lenka,2012-09-19,"Village, Street 2, Cuttack",9271259688,5,86,"{""odia"": 58, ""computer_science"": 57, ""mathematics"": 74, ""social_science"": 50, ""hindi"": 88, ""science"": 88, ""english"": 70}"
1997,Vihaan Mishra,Class 2,D,1997,Mr. Kavya Mishra,Mrs. Samarth Mishra,2013-02-26,"House 456, Road 3, Cuttack",9322823862,5,97,"{""odia"": 89, ""hindi"": 92, ""english"": 73, ""science"": 62}"
1998,Khushi Mohanty,Class 10,D,1998,Mr. Navya Mohanty,Mrs. Saanvi Mohanty,2014-09-08,"Village, Road 3, Puri",9586934054,5,91,"{""hindi"": 44, ""odia"": 71, ""english"": 82, ""mathematics"": 65, ""science"": 74, ""computer_science"": 67, ""social_science"": 55}"
1999,Avni Nayak,Class 5,E,1999,Mr. Daksh Nayak,Mrs. Kavya Nayak,2011-11-08,"Village, Lane 1, Mayurbhanj",9897892000,5,98,"{""mathematics"": 81, ""social_science"": 73, ""science"": 45, ""hindi"": 65, ""english"": 79}"
2000,Diya Sahu,Class 1,B,2000,Mr. Pari Sahu,Mrs. Aditya Sahu,2014-06-19,"House 456, Road 3, Cuttack",9142232339,5,92,"{""science"": 92, ""english"": 51, ""hindi"": 40}"
2001,Jai Kumar,Class 10,D,2001,Mr. Divyansh Kumar,Mrs. Aditya Kumar,2011-10-29,"House 456, Street 2, Balasore",9909685406,5,86,"{""computer_science"": 67, ""english"": 43, ""social_science"": 65, ""odia"": 61, ""mathematics"": 95, ""science"": 88, ""hindi"": 69}"
2002,Saanvi Mallick,Class 1,D,2002,Mr. Aryan Mallick,Mrs. Yash Mallick,2014-08-07,"House 456, Road 3, Mayurbhanj",9106958244,5,84,"{""computer_science"": 92, ""social_science"": 73, ""science"": 53}"
2003,Harsh Sahu,Class 9,C,2003,Mr. Abhinav Sahu,Mrs. Avni Sahu,2013-06-25,"House 456, Lane 1, Khurda",9200513348,5,86,"{""mathematics"": 68, ""english"": 52, ""odia"": 86, ""science"": 74, ""computer_science"": 79, ""hindi"": 78, ""social_science"": 73}"
2004,Divyansh Swain,Class 8,C,2004,Mr. Yash Swain,Mrs. Ishaan Swain,2010-10-27,"Village, Street 2, Balasore",9807655513,5,94,"{""odia"": 85, ""hindi"": 78, ""english"": 67, ""computer_science"": 49, ""social_science"": 56, ""mathematics"": 46, ""science"": 64}"
2005,Rudra Lenka,Class 9,E,2005,Mr. Aryan Lenka,Mrs. Krishna Lenka,2014-03-10,"Village, Road 3, Puri",9550018935,5,89,"{""science"": 41, ""mathematics"": 80, ""hindi"": 57, ""odia"": 89, ""social_science"": 75, ""english"": 44, ""computer_science"": 68}"
2006,Arjun Dash,Class 4,D,2006,Mr. Samarth Dash,Mrs. Darsh Dash,2012-10-22,"House 456, Road 3, Cuttack",9402549639,5,85,"{""odia"": 66, ""english"": 43, ""social_science"": 72, ""mathematics"": 69, ""computer_science"": 68}"
2007,Abhinav Panda,Class 5,C,2007,Mr. Saanvi Panda,Mrs. Riya Panda,2013-06-28,"Village, Road 3, Balasore",9578759412,5,83,"{""mathematics"": 79, ""science"": 85, ""hindi"": 66, ""social_science"": 42, ""computer_science"": 91}"
2008,Kavya Barik,Class 3,A,2008,Mr. Ayaan Barik,Mrs. Dev Barik,2011-03-19,"Village, Road 3, Cuttack",9728789372,5,96,"{""english"": 89, ""odia"": 88, ""social_science"": 65, ""hindi"": 66}"
2009,Aditya Rout,Class 8,B,2009,Mr. Darsh Rout,Mrs. Vihaan Rout,2013-11-13,"House 456, Street 2, Balasore",9230426710,5,87,"{""science"": 46, ""odia"": 63, ""computer_science"": 66, ""mathematics"": 46, ""hindi"": 65, ""english"": 52, ""social_science"": 85}"
2010,Om Mishra,Class 2,C,2010,Mr. Pari Mishra,Mrs. Harsh Mishra,2011-12-14,"Village, Road 3, Cuttack",9341615856,5,94,"{""computer_science"": 43, ""mathematics"": 81, ""science"": 57, ""hindi"": 80}"
2011,Neil Patel,Class 8,B,2011,Mr. Yash Patel,Mrs. Prisha Patel,2010-12-06,"Village, Lane 1, Puri",9960724660,5,82,"{""odia"": 61, ""hindi"": 81, ""social_science"": 87, ""science"": 84, ""english"": 56, ""mathematics"": 44, ""computer_science"": 58}"
2012,Kabir Biswal,Class 8,B,2012,Mr. Aarav Biswal,Mrs. Shivansh Biswal,2012-09-29,"Village, Lane 1, Puri",9591304056,5,88,"{""computer_science"": 81, ""social_science"": 48, ""mathematics"": 51, ""hindi"": 59, ""science"": 56, ""odia"": 52, ""english"": 83}"
